155.620, 129.532, 5.421, 24.750 False
155.350, 129.533, 5.371, 24.800 False
155.084, 129.535, 5.326, 24.850 False
154.819, 129.535, 5.286, 24.900 False
154.555, 129.536, 5.260, 24.950 False
154.292, 129.537, 5.251, 25.000 False
154.029, 129.537, 5.262, 25.050 False
153.764, 129.538, 5.302, 25.100 False
153.497, 129.539, 5.365, 25.150 False
153.225, 129.540, 5.450, 25.200 False
152.949, 129.541, 5.535, 25.250 False
152.669, 129.542, 5.607, 25.300 False
152.386, 129.542, 5.657, 25.350 False
152.102, 129.543, 5.688, 25.400 False
151.817, 129.544, 5.704, 25.450 False
151.532, 129.545, 5.707, 25.500 False
151.247, 129.545, 5.702, 25.550 False
150.963, 129.546, 5.688, 25.600 False
150.680, 129.547, 5.670, 25.650 False
150.397, 129.547, 5.644, 25.700 False
150.116, 129.548, 5.616, 25.750 False
149.837, 129.548, 5.581, 25.800 False
149.560, 129.549, 5.543, 25.850 False
149.284, 129.549, 5.497, 25.900 False
149.011, 129.549, 5.455, 25.950 False
148.740, 129.550, 5.417, 26.000 False
148.470, 129.550, 5.392, 26.050 False
148.201, 129.550, 5.384, 26.100 False
147.931, 129.551, 5.396, 26.150 False
147.660, 129.551, 5.436, 26.200 False
147.385, 129.551, 5.498, 26.250 False
147.107, 129.551, 5.581, 26.300 False
146.824, 129.552, 5.662, 26.350 False
146.538, 129.552, 5.731, 26.400 False
146.250, 129.552, 5.778, 26.450 False
145.960, 129.552, 5.806, 26.500 False
145.669, 129.552, 5.818, 26.550 False
145.379, 129.552, 5.817, 26.600 False
145.088, 129.552, 5.809, 26.650 False
144.799, 129.552, 5.792, 26.700 False
144.510, 129.552, 5.771, 26.750 False
144.223, 129.552, 5.742, 26.800 False
143.937, 129.552, 5.711, 26.850 False
143.653, 129.552, 5.673, 26.900 False
143.371, 129.552, 5.632, 26.950 False
143.092, 129.552, 5.583, 27.000 False
142.814, 129.551, 5.537, 27.050 False
142.539, 129.551, 5.493, 27.100 False
142.266, 129.551, 5.463, 27.150 False
141.993, 129.551, 5.452, 27.200 False
141.720, 129.550, 5.462, 27.250 False
141.445, 129.550, 5.502, 27.300 False
141.167, 129.550, 5.562, 27.350 False
140.886, 129.549, 5.644, 27.400 False
140.600, 129.549, 5.725, 27.450 False
140.311, 129.549, 5.792, 27.500 False
140.020, 129.548, 5.837, 27.550 False
139.727, 129.548, 5.862, 27.600 False
139.433, 129.547, 5.872, 27.650 False
139.140, 129.547, 5.869, 27.700 False
138.847, 129.547, 5.859, 27.750 False
138.555, 129.546, 5.840, 27.800 False
138.265, 129.546, 5.817, 27.850 False
137.975, 129.545, 5.786, 27.900 False
137.687, 129.545, 5.752, 27.950 False
137.401, 129.544, 5.712, 28.000 False
137.117, 129.544, 5.670, 28.050 False
136.836, 129.543, 5.619, 28.100 False
136.557, 129.542, 5.572, 28.150 False
136.280, 129.542, 5.527, 28.200 False
136.005, 129.541, 5.496, 28.250 False
135.730, 129.541, 5.485, 28.300 False
135.456, 129.540, 5.494, 28.350 False
135.179, 129.539, 5.533, 28.400 False
134.900, 129.539, 5.591, 28.450 False
134.617, 129.538, 5.670, 28.500 False
134.331, 129.537, 5.747, 28.550 False
134.041, 129.537, 5.804, 28.600 False
133.750, 129.536, 5.819, 28.650 False
